,Product_Brand,Shoe_Name,Item_ID,Price,Product_Details,Link
837,BLUNDSTONE,                                                            Blundstone                                                        2115 Original Vegan                            Unisex                                                    , 2115,234.99,"Iconic Blundstone style now fully vegan. Lightweight and breathable, it’s a new take on their ever popular Chelsea boot. New Blundstone 2115 Originals Series Vegan in Black, a totally vegan footwear that's as comfortable as a Blundstone. Breathable micro-fibre lining provides superior wicking for all-day, all-season dry comfort. Lightweight and durable in a colour that's versatility itself.                          Features & Benefits                         100% vegan verified onMicro Microfibre and elastic sided boot.onSteam breathable microfibre lining with superior wicking abilityFully removable shaped Comfort Lite footbed that is vegan verified and made with anti-compression materials to provide long term supportSteel shank - ensures correct step flex point, assists with torsional stabilityPolyurethane (PU) midsoleTPU outsole is oil, acid and organic fat resistant                               Design Elements                         Featuring vegan friendly materialsPolyurethanePU SoleRemovable FootbedSynthetic",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2115--orginal-chelsea-vegan-boot--black/2115
838,BLUNDSTONE,                                                            Blundstone                                                        181 - Work & Safety Boot                            Unisex                                                    , 181,239.99,"With rustic black water-resistant leather and a steel toe cap, the 181 Unisex CSA Twin Gore Boot from Blundstone is a slip-on safety boot that doesn’t skimp on the extra features. Premium leather upper. Blundstone ultimate Comfort Arch footbed is made from soft polyurethane, covered with a full length cushion of foam polyurethane, topped by a long-wearing mesh cover. Certified to ASTM F2413-18                          Features & Benefits                         Premium leather upperComfort Arch footbed features an airflow and moisture-wicking systemFootbed features a large pad of XRD Extreme Impact Protection under the ball of the footCertified to ASTM F2413-18Clause 5.6 for electrical shock hazard resistanceBroad fitting 200 Joule impact resistant Type 1 steel toe capOutsole is compliant to slip resistance standards in AS 2210.3:2019                               Design Elements                         LeatherWater ResistantCSA Safety ApprovedPolyurethaneSlip Resistant SoleToe CapSlip On",https://www.softmoc.com/ca/i/blundstone/unisex/safety--work/unisex-181-csa-work-boot--rustic-black/181
841,LACOSTE,                                                            Lacoste                                                        Graduate BL21 1                            Men                                                    , 741sma001221g,124.99,The Graduate BL21 1 white / white sneaker from Lacoste knows how to combine elegance and sport. A court-inspired lace-up silhouette with a classic cupsole. Featuring a combination of genuine leather and synthetic upper with Lacoste Crocodile logo on the outer side. The Graduate BL echoes tennis court lines for a sport-inspired look.                          Features & Benefits                         Combination leather & synthetic upperVintage-inspired green crocodile branding on the quarterTextile liningOrthoLite footbed for added comfortDurable rubber outsole                               Design Elements                         LeatherRubber SoleLaceSyntheticTextile Lining,https://www.softmoc.com/ca/i/lacoste/mens/sneakers-and-athletic/mns-graduate-bl21-1-fashion-sneaker--whitewhite/741sma001221g
842,CLARKS,                                                            Clarks                                                        Morris High                            Men                                                    , 26163576w,159.99,"The Morris High Waterproof Wide brown lace up boot from Clarks is made for everyday wear. Made of soft leather uppers for ultimate comfort, the waterproof feature is sure to keep you comfortable even in climate weather. Textile lining surrounds the foot in comfort. The Morris High is designed with a durable synthetic outsole. Wide Width                          Features & Benefits                         Leather upperWaterproof constructionTextile liningSynthetic outsoleWide Width                               Design Elements                         LeatherWaterproofSyntheticTextile LiningWide",https://www.softmoc.com/ca/i/clarks/mens/boots/mns-morris-high-waterproof-wide-ankle-boot--brown/26163576w
843,B&B PREMIUM,                                                            B&B Premium                                                        Murphy 2                            Men                                                    , murphy2-blk,144.99,"The Murphy 2 waterproof winter boot from B&B Premium will not only keep you warm and dry, it will also keep you looking great. Featuring a combination leather and synthetic upper in a waterproof construction design. 200g of Thinsulate lining for added warmth. TPR outsole for great durability. You will want to make the Murphy 2 winter boot part of your must-have list for this seaon!                          Features & Benefits                         Combination leather and synthetic upper200g thinsulateWaterproof contructionLace up stylingDurable TPR outsole                               Design Elements                         WaterproofInsulatedRubber SoleLeather & Synthetic",https://www.softmoc.com/ca/i/bb-premium/mens/boots/mns-murphy-2-waterproof-winter-boot--black/murphy2blk
844,B&B BY SOFTMOC,                                                            B&B By SoftMoc                                                        Murphy 2                            Men                                                    , murphy2-brncrz,144.99,"The Murphy 2 waterproof winter boo from B&B by SoftMoc will not only keep you warm and dry, it will also keep you looking great. Featuring a combination leather and synthetic upper in a waterproof construction design. 200g of Thinsulate lining for added warmth. TPR outsole for great durability. You will want to make the Murphy 2 winter boot part of your must-have list for this seaon!                          Features & Benefits                         Combination crazyhorse leather and synthetic upper200g thinsulateWaterproof contructionLace up stylingDurable TPR outsole                               Design Elements                         WaterproofInsulatedRubber SoleLeather & Synthetic",https://www.softmoc.com/ca/i/bb-premium/mens/boots/mns-murphy-2-waterproof-winter-boot--brown-crazy/murphy2brncrz
845,B&B BY SOFTMOC,                                                            B&B By SoftMoc                                                        Mason 4                            Men                                                    , mason4-brn,149.99,"The Mason 4 brown waterproof winter boot from B&B by SoftMoc will not only keep you warm and dry, it will also keep you looking great. Features leather and raked rubber upper in a waterproof construction design. Pull on tabs for an easier on and off. Removable padded insole for added comfort. 200 grams of Thinsulate lining surrounds the foot in warmth and comfort.                          Features & Benefits                         Cazyhorse leather/raked rubber upperWaterproof constructionDual gore panelsPull on tabs200 grams ThinsulateBrushed nylex liningRemovable padded insoleTPR outsole                               Design Elements                         LeatherWaterproofInsulatedRubber SoleRubber",https://www.softmoc.com/ca/i/softmoc/mens/boots/mns-mason-4-waterproof-winter-boot--brown/mason4brn
846,B&B BY SOFTMOC,                                                            B&B By SoftMoc                                                        Igor                            Men                                                    , igor-blk,164.99,"The Igor black waterproof winter boot from B&B By SoftMoc will not only keep you warm and dry, it will also keep you looking great. Features combination leather, PU, and nylon upper in a waterproof construction design. Side zipper with pull on tabs for an easier on and off. Padded insole for added comfort. 200 grams of Thinsulate lining surrounds the foot in warmth and comfort.                          Features & Benefits                         Combination leather, PU and nylon upper200 gram ThinsulateSide zipper for an easier on/offPadded insole for added comfortTPR outsole                               Design Elements                         LeatherWaterproofRubber SoleNylon UpperZipper Entry",https://www.softmoc.com/ca/i/bb-premium/mens/boots/mns-igor-waterproof-winter-boot--black/igorblk
847,B&B BY SOFTMOC,                                                            B&B By SoftMoc                                                        Iggy                            Men                                                    , iggy-blk,164.99,"The Iggy black winter boot from B&B By SoftMoc will not only keep you warm and dry, it will also keep you looking great. Features a combination leather, PU, and nylon upper in a waterproof construction design. Lace up closure for a secure fit. Padded insole for added comfort. 200 gramThinsulate surrounds the foot in warmth and comfort.                          Features & Benefits                         Combination Leather, PU, Nylon upperWaterproof constructionLace up closure200 gram ThinsulatePadded insoleTPR outsole                               Design Elements                         LeatherWaterproofRubber SoleLaceNylon Upper",https://www.softmoc.com/ca/i/bb-premium/mens/boots/mns-iggy-waterproof-laceup-winter-boot--black/iggyblk
849,B&B BY SOFTMOC,                                                            B&B By SoftMoc                                                        Isaac                            Men                                                    , isaac-blk,164.99,"The Issac black waterproof winter boot from B&B By SoftMoc will not only keep you warm and dry, it will also keep you looking great. Features combination leather, PU, and nylon upper in a waterproof construction design. Lace up styling for a secure fit. Padded insole for added comfort. 200 grams of Thinsulate lining surrounds the foot in warmth and comfort.                          Features & Benefits                         Combination leather/ PU and nylon upperPadded insole for added comfort200g ThinsulateLace up stylingTPR outsole                               Design Elements                         LeatherWaterproofInsulatedRubber SoleNylon UpperPolyurethane",https://www.softmoc.com/ca/i/bb-premium/mens/boots/mns-issac-waterproof-laceup-winter-boot--black/isaacblk
850,UGG,                                                            UGG                                                        Hillmont Chelsea                            Men                                                    , 1120989-clthr,229.99,"UGG takes on a timeless chelsea silhouette. The Hillmont Chelsea boot is designed with seam-sealed waterproof leather for enhanced protection from the elements. Featuring twin elastic gore for easy entry and a flexible fit, it's lined in their signature UGGplush wool blend for softness and warmth, then finished with an ultra-durable Vibram outsole for outstanding traction. Pair this versatile style with jeans and a flannel, slacks and a military jacket, or any other look you can imagine the possibilities are endless.                          Features & Benefits                         Premium leather upperSeam-sealed constructionUGG Tasman webbing (100% recycled polyester)Front Pull Tab, Rear pull tab, Elastic gore10mm UGGplush 80% upcycled wool, 20% lyocell lining10mm UGGplush socklinerFoam footbedEVA midsoleMolded rubber outsole, Vibram outsoleCold-Weather rated to -32°C/-25F                               Design Elements                         LeatherWaterproofElasticEVA MidsoleFoam FootbedTractionWool",https://www.softmoc.com/ca/i/ugg/mens/boots/mns-hillmont-chelsea-waterproof-boot--chestnut/1120989clthr
851,UGG,                                                            UGG                                                        Hyde                            Men                                                    , 1123660-blk,124.99,"The Hyde Sheepskin Slipper from Ugg Australia is made for weekends and nights in, with soft wool lining and an easy slip-on shape. The Hyde is designed with premium suede upper and is best worn indoors. We recommend with bare feet to experience the warm, temperature-regulating, and moisture-wicking qualities of wool.                          Features & Benefits                         Premium suede upperSheepskin insoleFoam footbedSuede outsole                               Design Elements                         Suede UpperSheepskinFoam FootbedOpen BackSlip On",https://www.softmoc.com/ca/i/ugg/mens/slippers--moccasins/mns-hyde-sheepskin-slipper--black/1123660blk
853,BLUNDSTONE,                                                            Blundstone                                                        1477 Winter Series                            Unisex                                                    , 1477,289.99,"The 1477 Winter Lined boot has the all-weather features of every Blundstone boot, with the added warmth of Thinsulate and genuine sheepskin insoles to get you through the coldest spells in cozy comfort. A winterized Blundstone boot for total comfort in the coldest months. 100% wool fleece footbed, Thinsulate lining, waterproof—even the elastics! A softer look but still takes a beating like all Blundstone boots.                          Features & Benefits                         Premium waterproof leatherFully waterproof boot with waterproof elastic & latexed seamsLined with 200 grams of Thinsulate insulationPolyurethane midsole for comfort. PORON XRD in the heel strike zone to dissipate heel strike shockRemovable sheepskin footbed for warmth and comfortPORON XRD in the heel padTPR outsole for great durability                               Design Elements                         LeatherWaterproofInsulatedSheepskinRubber SoleElasticFleecePolyurethaneRemovable FootbedWool",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-1477-winter-series-chelsea--rustic-brown/1477
854,BLUNDSTONE,                                                            Blundstone                                                        2130- Classic                            Unisex                                                    , 2130,254.99,"The unisex Leather Lined 2130 Classic auburn boot from Blundstone can  cross any terrain you choose. A colour that's surprisingly versatile in a Chelsea boot that's incredibly tough. Classic Blundstone. Premium leather upper. Rugged and long-wearing. Comfortable and dry in all seasons. Pull-on, kick-off easy. Thermo-urethane outsole resistant to hydrolysis and microbial attack. Unisex sizing.                          Features & Benefits                         Premium leather upperPORON XRD in the heel strike zone to dissipate heel strike shockComfort EVA removable footbed with PORON XRD in the heel padLeather linedThermo-urethane outsole resistant to hydrolysis and microbial attack                               Design Elements                         LeatherAntimicrobialLeather LiningRemovable Footbed",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unsx-2130-classic-chelsea-boot--auburn/2130
855,BLUNDSTONE,                                                            Blundstone                                                        2029- Dress                            Unisex                                                    , 2029,264.99,Here’s a dressy twist on a Blundstone boot in a leather with deep character. The 2029 Blundstone Dress Chelsea in Antique Brown looks like you’ve owned them forever. And you might! Chisel toe shape is a dressier cut that gets the job done. Thermo-urethane outsole for improved resistance to hydrolysis and microbial attack. Unbeatable Blundstone all-day comfort and long wear.                          Features & Benefits                         Premium leather upperPolyurethane midsole for improved comfort and cushioningSteel shank for torsional stabilityRemovable footbedXRD in the heel strike zoneLeather linedThermo-urethane outsole for improved resistance to hydrolysis and microbial attack                               Design Elements                         LeatherElasticPolyurethaneRemovable Footbed,https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2029-dress-boot--brown/2029
856,MERRELL,                                                            Merrell                                                        Jungle Moc                            Men                                                    , j63815w,119.99,"The Jungle Moc Slip On from Merrell is the perfect after-sport moc that creates your ultimate low-maintenance shoe, featuring a pigskin leather upper and Merrell air cushion underfoot for extra support. Merrell air cushion in the heel absorbs shock and adds stability. Compression molded EVA footframe provides cushioning. Molded nylon arch shank.                          Features & Benefits                         Pigskin Leather upper with elastic goring for easy on/offMerrell air cushion in the heel absorbs shock and adds stabilityCompression molded EVA footframe provides cushioningMolded nylon arch shank 3.0 mm lug depthWide Width                               Design Elements                         LeatherCushioned InsoleWideSlip On",https://www.softmoc.com/ca/i/merrell/mens/shoes/mns-jungle-moc-wide-slip-on-shoe--midnght/j63815w
858,SOFTMOC,                                                            SoftMoc                                                        Loki                            Men                                                    , loki-blk,59.99,"Warm and cozy. The Loki black closed back slipper from SoftMoc is perfect for those cold nights and mornings. Featuring a beautiful suede upper with a memory footbed for added comfort. Soft, synthetic faux fur lining surrounds the foot in comfort. The Loki  closed back slipper is designed with a soft suede outsole for indoor use.                          Features & Benefits                         Suede upperMemory foam footbedSoft faux fur liningStitching detailsSuede outsole                               Design Elements                         Faux FurSuede UpperFur LiningStitched DesignSlip On",https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-loki-closed-back-slipper--black/lokiblk
861,SOREL,                                                            Sorel                                                        Caribou                            Men                                                    , 1002871-281,229.99,"The Caribou Waterproof Nubuck Winter Boot from Sorel is their most iconic winter boot coming back with fresh upgrades. It features a sleeker look, seam-sealed waterproof nubuck leather, and slip-resistant traction. Supreme insulated warmth adds the finishing touch to the greatest boot of all time.  Laces are not waterproof. Removable 9 mm washable recycled felt inner boot with Sherpa pile snow cuff.                          Features & Benefits                         Waterproof nubuck upperSeam-sealed waterproof constructionLaces are not waterproofRemovable 9 mm washable recycled felt inner boot with Sherpa pile snow cuff2.5 mm bonded felt frost plugHandcrafted waterproof vulcanized rubber shell with Sorel aero-trac non loading outsole                               Design Elements                         LeatherWaterproofInsulatedFeltNubuckSlip Resistant SoleTractionVulcanized RubberWashable",https://www.softmoc.com/ca/i/sorel/mens/boots/mns-caribou-nubuck-winter-boot--tan/1002871281
863,UGG,                                                            UGG                                                        Sheepskin Insole                            Accessory                                                    , 1101443,24.99,"Step into any shoe and experience our signature UGG feel. Plush sheepskin and dual-density foam come together to deliver cushioning and support in a versatile insole. Plush 17mm sheepskin insole. Dual density, color-blocked sock liner with open cell PU foam top layer and EVA bottom layer. Moisture wicking. UGG logo on outsole.                          Features & Benefits                         Plush 17mm sheepskin insoleDual density, color-blocked sock liner with open cell PU foam top layer and EVA bottom layerBreathes naturallyMoisture wickingNaturally thermostaticAntimicrobialUGG logo on outsole                               Design Elements                         SheepskinAnti-odour ProtectionEVA MidsoleMoisture Wick LiningPolyurethane",https://www.softmoc.com/ca/i/ugg/accessory/shoe-care/lds-sheepskin-replacement-insoles--natural/1101443
865,BLUNDSTONE,                                                            Blundstone                                                        2143 - Active                            Unisex                                                    , 2143,254.99,"The Unisex 2143 black Active Range boot is the next generation of comfort and lightness for Blundstone. Comfort Lite footbeds keep it light and ultra-comfortable right out-of-the box. One of Blundstone's most popular leathers, Rustic Brown ages beautifully. Pull-on easy and slightly lower-cut the New Active Series is legendary Blundstone comfort and durability.                          Features & Benefits                         Premium weatherproof leather upperEngineered with Featherflex technology, Blundstone’s proprietary outsole for extra comfort and support. Featherflex technology supports every stepLightweight and flexibleComfort Lite footbed is washable, antibacterial and breathableLining is a combination of premium leather and antimicrobial synthetic materials                               Design Elements                         LeatherWaterproof",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2143-active-range-chelsea-boot--rustic-black/2143
866,BLUNDSTONE,                                                            Blundstone                                                        2144 - Active                            Unisex                                                    , 2144,254.99,"The Unisex 2144 brown Active Range boot is the next generation of comfort and lightness for Blundstone. Comfort Lite footbeds keep it light and ultra-comfortable right out-of-the box. One of Blundstone's most popular leathers, Rustic Brown ages beautifully. Pull-on easy and slightly lower-cut the New Active Series is legendary Blundstone comfort and durability.                          Features & Benefits                         Premium weatherproof leather upperEngineered with Featherflex technology, Blundstone’s proprietary outsole for extra comfort and support. Featherflex technology supports every stepLightweight and flexibleComfort Lite footbed is washable, antibacterial and breathableLining is a combination of premium leather and antimicrobial synthetic materials                               Design Elements                         LeatherWaterproof",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2144-active-range-chelsea-boot--rustic-brown/2144
867,CLARKS,                                                            Clarks                                                        Morris Up                            Men                                                    , 26162952w,159.99,"The Morris Up Waterproof Wide black functional chelsea boot from Clarrks is made for everyday wear. Made of soft leather uppers for ultimate comfort, the waterproof feature is sure to keep you comfortable even in inclimate weather. Textile lining surrounds the foot in comfort. The Morris Up is designed with a durable synthetic outsole. Wide WIdth                          Features & Benefits                         Leather upperWaterproof constructionTextile liningSynthetic outsoleWide Width                               Design Elements                         LeatherWaterproofElasticSyntheticTextile Upper",https://www.softmoc.com/ca/i/clarks/mens/boots/mns-morris-up-waterproof-wide-ankle-boot--black/26162952w
870,BOGS,                                                            Bogs                                                        Arcata Urban Lace                            Men                                                    , 72754-001,179.99,"You will want to put the Arcata Urban black 100% waterproof boot from Bogs with their slip-resistant soles on your must-have list this season. Their plush lining and their 5mm NeoTech insulation (for a comfort rating to forty below zero), should also appreciate. Dura- Fresh natural bio-technology, which fends off unattractive odors. And its BLOOM algae-based footbed, which protects endangered water habitats.                          Features & Benefits                         100% WaterproofConstructed with 5MM Neo-Tech waterproof insulationDuraFresh natural bio-technology activates to fight odorsBOGS Max-Wick evaporates sweat to keep feet dryPlush lining for warmth and comfortBLOOM eco-friendly, algae-based EVA footbed that helps clean polluted water habitatsGlacialGrip slip resistant outsole for maximum traction on wintery surfacesApprox. Comfort rated to -40°F/-40°C                               Design Elements                         WaterproofInsulatedAnti-odour ProtectionEco Friendly DesignMoisture Wick LiningSlip Resistant SoleTraction",https://www.softmoc.com/ca/i/bogs/mens/boots/mns-arcata-urban-lace-up-waterproof-boot-black/72754001
876,SPERRY,                                                            Sperry                                                        Cold Bay Chukka                            Men                                                    , sts23683,159.99,"The all-in-one, everyday Cold Bay waterproof chukka boot by Sperry with weather-ready technology. It has water resistance, dependable traction to ensure you stay on your feet and toasty yet lightweight insulation. The whole nine yards. Trust us, your feet will notice the difference and you won't want to take them off!                          Features & Benefits                         Fleece-lined200g ThinsulateWaterproof, rubber shell and a non-marking rubber lug outsole with molded Wave-Siping provides no-slip tractionLace up closure                               Design Elements                         WaterproofNonslipFleeceLaceNon Marking SoleTraction",https://www.softmoc.com/ca/i/sperry/mens/boots/mns-cold-bay-chukka-wtp-lace-up-bootblk/sts23683
877,SOFTMOC,                                                            SoftMoc                                                        Thor                            Men                                                    , thor-anth,74.99,Style and comfort are the main reasons you'll fall in love with the Thor Felt slipper bootie from SoftMoc. Featuring an unlined felt upper with a memory foam footbed for added comfort. The Thor slipper bootie from SoftMoc is designed with a TPR outsole. You will want to make the Thor booties part of your must-have list for this season!                          Features & Benefits                         Unlined felt upperMemory foam footbedEasy slip on stylingTPR outsole                               Design Elements                         Memory FoamRubber SoleFoam FootbedFeltSlip On,https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-thor-felt-slipper-bootie--anthracite/thoranth
880,UGG,                                                            UGG                                                        Biltmore Mid Boot                            Men                                                    , 1121005-olt,199.99,"Rugged full-grain leather defines a waterproof lace up boot built with an Energy Comfort System footbed for arch-supporting comfort. Merging fashion and function, this stylish boot features all-weather innovations like waterproof construction and dynamic support. Made from full-grain leather, the Biltmore oak waterproof lace up boot from UGG Australia silhouette looks great with vintage denim and a fitted shirt.                          Features & Benefits                         Waterproof full-grain leather upperPadded microfiber collarTextile liningEnergy Comfort System insoleWhite Spider Rubber outsole for added traction                               Design Elements                         LeatherWaterproofArch SupportRubber SoleLaceMicrofiberPadded CollarTractionTextile Lining",https://www.softmoc.com/ca/i/ugg/mens/boots/mns-biltmore-waterproof-mid-boot--oak/1121005olt
881,UGG,                                                            UGG                                                        Biltmore Mid                            Men                                                    , 1121005-blle,199.99,"Rugged full-grain leather defines a waterproof lace up boot built with an Energy Comfort System footbed for arch-supporting comfort. Merging fashion and function, this stylish boot features all-weather innovations like waterproof construction and dynamic support. Made from full-grain leather, the Biltmore waterproof lace up boot from UGG Australia silhouette looks great with vintage denim and a fitted shirt.                          Features & Benefits                         Waterproof full-grain leather upperPadded microfiber collarTextile liningEnergy Comfort System insoleWhite Spider Rubber outsole for added traction                               Design Elements                         LeatherWaterproofRubber SoleLacePadded CollarTractionTextile Lining",https://www.softmoc.com/ca/i/ugg/mens/boots/mns-biltmore-waterproof-mid-boot--black/1121005blle
882,SOFTMOC,                                                            SoftMoc                                                        Vision                            Men                                                    , vision-anth,84.99,"Style and comfort are the main reasons you'll fall in love with the Vision  Open Back brown slipper from SoftMoc. Featuring a felt upper with added comfort. The Vision slipper from SoftMoc is designed with a padded suede sock footbed, and durable cork/EVA/TPR  outsole. You will want to make these slippers part of your must-have list for this season!                          Features & Benefits                         Felt upperPadded suede sock footbedOpen backSlip on styleCork, EVA, TPR outsole                               Design Elements                         CorkFeltOpen BackSuede SockSlip On",https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-vision-open-back-slipper--anthracite/visionanth
883,SOFTMOC,                                                            SoftMoc                                                        Louie                            Men                                                    , louie-chsnt,59.99,"Style and comfort are the main reasons you'll fall in love with this Louie Lined  SoftMocs from SoftMoc. Featuring a genuine suede upper with stitching details for added flair. Memory foam cushioned footbed surrounds the foot in comfort. The Louie from SoftMoc has a durable TPR outsole. Please note, this SoftMocs style is not made for snow or ice conditions.                          Features & Benefits                         Suede upperSoft plush liningMemory foam insoleTPR outsole                               Design Elements                         Memory FoamSuede UpperSlip On",https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-louie-lined-suede-softmocs--chestnut/louiechsnt
887,SOREL,                                                            Sorel                                                        Caribou Chelsea WP                            Men                                                    , 1977781-258,199.99,"The Caribou Chelsea waterproof boot from Sorel protects from the rain in true Sorel fashion and style. It combines street-ready good looks with seam-sealed waterproof protection. Features an EVA footbed that’s so comfortable for all day wear. The amped-up sole is lugged for all-terrain traction, so you can feel confident and steady with every step.                          Features & Benefits                         Premium waterproof full grain leatherSeam-sealed waterproof constructionRemovable molded PU like EVA footbedTextile topcoverMolded rubber and modernized Caribou lug design outsole                               Design Elements                         WaterproofRubber SoleEVA MidsoleRemovable FootbedTraction",https://www.softmoc.com/ca/i/sorel/mens/boots/mns-caribou-chelsea-waterpoof-boot--carafe/1977781258
893,UGG,                                                            UGG                                                        Neumel Chelsea                            Men                                                    , 1121644-che,174.99,"Treat yourself to comfort and style in the great outdoors with the handsome and rugged Neumel chestnut lined chukka boot from UGG Australia. This boot features a suede upper, with a Features warm & plush UGGpure wool lining. The foam cushioned footbed will be sure to please, and the durable and lightweight EVA outsole are perfect for walking outside.                          Features & Benefits                         Suede upper with a round toeFeatures warm & plush UGGpure wool liningFoam cushioned footbedDurable & lightweight EVA outsole                               Design Elements                         Suede UpperContoured FootbedEVA OutsoleFoam FootbedWool",https://www.softmoc.com/ca/i/ugg/mens/boots/mns-neumel-lined-chelsea-boot--chestnut/1121644che
895,CLARKS,                                                            Clarks                                                        Grove Zip II                            Men                                                    , 26163586m,159.99,"Stay confident with the comfort and style of the Grove Zip II waterproof dark tan hiking boot from Clarks. With a stabilizing, structured design that supports trail walking, this boot helps you stay on your feet with a traction outsole and Extreme Comfort footbed that's breathable and moisture-wicking. A molded heel cup surrounds the foot.                          Features & Benefits                         Leather upper with waterproof membrane constructionExtreme Comfort footbed thats breathable and moisture-wickingMolded heel cup surround the foot for stabilityZipper front for easy on/offDurable tread rubber outsole                               Design Elements                         LeatherWaterproofRubber SoleTractionZipper Entry",https://www.softmoc.com/ca/i/clarks/mens/boots/mns-grove-zip-ii-waterproof-ankle-boot--dark-tan/26163586m
898,BLUNDSTONE,                                                            Blundstone                                                        2105 Original                            Unisex                                                    , 2105,239.99,"This classic 2105 Blundstone boot has been redesigned to include all-season leather, water resistant elastic, new pull loops, SPS system, full length comfort footbed, and a molded, reinforced heel. Available in UK sizing. The Blundstone Original Black/ Rainbow twin gore Chelsea is one of the most versatile Blundstone boots. Unisex sizing.                          Features & Benefits                         Full grain leather upperFull length cushioned removable footbedPatented SPS System for comfortPolyurethane (PU) outsole with original patternRainbow elastic and contrast stitchingPlease see size conversion chartUK Sizing - Medium widthOil, acid and organic fat resistantOutsole heat resistant to 140°C                               Design Elements                         LeatherWater ResistantCushioned InsoleElasticOil and abrasion resistant outsolePU SoleRemovable FootbedStitched Design",https://www.softmoc.com/ca/i/blundstone/unisex/boots/unisex-2105-orginal-chelsea-boot--blackrainbow/2105
900,SOFTMOC,                                                            SoftMoc                                                        Cameron                            Men                                                    , cameron2-blk,69.99,"Style & comfort are the main reasons you'll fall in love with the Cameron 2 black open back slipper from SoftMoc. Featuring a soft, micro fleece upper with a memory foam insole for added comfort. Slip on style for easy on and off. Cushioned removable insole with a durable TPR outsole. You want to make the Cameron 2 slipper part of your must-have list this season!                          Features & Benefits                         Micro suede upperPadded liningCushioned removable insoleTPR outsole                               Design Elements                         Suede UpperContoured FootbedOpen BackRemovable FootbedSlip On",https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-cameron-2-open-back-slipper--black/cameron2blk
903,SOFTMOC,                                                            SoftMoc                                                        Jester                            Men                                                    , jester-anth,74.99,Style and comfort are the main reasons you'll fall in love with the Jester anthracite slipper bootie from SoftMoc. Featuring an unlined felt upper with a memory foam footbed for added comfort. The Jester slipper bootie from SoftMoc is designed with a soft rubber outsole. You will want to make the Jester booties part of your must-have list for this season!                          Features & Benefits                         Unlined felt upperStitching detailsMemory foam footbedRubber outsole                               Design Elements                         Memory FoamRubber SoleFoam FootbedFeltStitched DesignSlip On,https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-jester-slipper-bootie--anthracite/jesteranth
904,SOFTMOC,                                                            SoftMoc                                                        Dario                            Men                                                    , dario-drcrm,114.99,This is a classic cut SoftMocs! Beautiful cowhide leather upper with a memory foam footbed for added cushioing. Durable hand-stitching in front with a double sole. The comfort of the Dario SoftMocs sets it apart from the average! Double stitched outsole. Style is not made for snow or ice conditions.                          Features & Benefits                         Genuine leather upperMemory foam footbedLeather lacing systemDouble stitched soleStyle is not made for snow or ice conditions                               Design Elements                         LeatherMemory FoamStitched DesignSlip On,https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-dario-softmocs--deer-cream/dariodrcrm
907,SOFTMOC,                                                            SoftMoc                                                        Danny                            Men                                                    , danny-brncrz,109.99,Style and comfort are the main reasons you'll fall in love with this Danny crazyhorse leather brown SoftMocs from SoftMoc. Featuring a genuine crazyhorse leather upper with stitching details for added flair. Leather covered memory foam cushioned footbed memory foam cushioned footbed surrounds the foot in comfort. The Danny from SoftMoc has a durable TPR outsole.                          Features & Benefits                         Crazyhorse leather upperLeather covered memory foam cushioned footbedFleece inside collar lining for that cozy feelingStitching detailsDurable TPR outsole                               Design Elements                         LeatherMemory FoamCushioned InsoleFoam FootbedFleeceStitched Design,https://www.softmoc.com/ca/i/softmoc/mens/slippers--moccasins/mns-danny-crz-softmocs--brown/dannybrncrz
908,SPERRY,                                                            Sperry                                                        Saltwater                            Men                                                    , sts23704,159.99,"A little weather is no match for you - or your Saltwater black/ ameretto Duck Boot from Sperry Top-Sider . A sturdy rubber shell and slip-resistant lug sole will keep your feet dry and your step sure,  Nonmarking rubber outsole with Wave-Siping for ultimate wet and dry traction.  Rawhide lacing with rust proof eyelets for secure fit. Micro-Fleece lining.                          Features & Benefits                         Waterproof rubber shell construction keeps feet dry in wet conditionsLeather upper with a waterproof rubber footRawhide lacing with rust proof eyelets for secure fitMicro-Fleece liningCushioned insole for comfortPlease note that the rubber foot has a matte finish and not a glossy finishNon-marking, lugged rubber outsole with molded Wave-Siping provides slip-resistnat traction                               Design Elements                         LeatherWaterproofRubber SoleLaceNon Marking SoleRubber",https://www.softmoc.com/ca/i/sperry/mens/boots/mns-saltwater-duck-boot--blackameretto/sts23704
